Item_Type,Brand_Code,Model_Code,Compatible_Models,Part_Cat_Code,Var_Code,Product_ID,Barcode,Product_Name,Category,Brand,Description,Requires_Serial,Original_Cost,Opening_Stock,Current_Stock,Average_Cost,Sale_Price,Wholesale_Price,Reorder_Level,Warranty_Period,Shelf_Location,Status,Images,Stock_View
Spare Part,HW,Y3(17),No,TS,"MA , BLK",HW-Y3(17)-TS-MA -BLK,HW-Y3(17)-TS-MA -BLK,"HW Y3(17) - NO TS (MA , BLK)",TOUCH,HUAWEI,,,5000,1,1,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,APL,6A,No,CB,"MC , WHT",APL-6A-CB-MC -WHT,APL-6A-CB-MC -WHT,"APL 6A - NO CB (MC , WHT)",Cable,A+,,,1000,10,10,3500,4500,5000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/APL-6A-CB-MC -WHT.Images.084652.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,Y3(17),No,TS,"MA , GLD",HW-Y3(17)-TS-MA -GLD,HW-Y3(17)-TS-MA -GLD,"HW Y3(17) - NO TS (MA , GLD)",TOUCH,HUAWEI,,,5000,1,1,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,YK,5A,No,CB,"MC , WHT",YK-5A-CB-MC -WHT,YK-5A-CB-MC -WHT,"YK 5A - NO CB (MC , WHT)",Cable,YK,,,1000,20,10,3000,3500,4000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/YK-5A-CB-MC -WHT.Images.084844.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,Y5(17),No,TS,"AAA , WHT",HW-Y5(17)-TS-AAA -WHT,HW-Y5(17)-TS-AAA -WHT,"HW Y5(17) - NO TS (AAA , WHT)",TOUCH,HUAWEI,,,5000,10,10,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,YK,S05,No,CB,"TC , WHT",YK-S05-CB-TC -WHT,YK-S05-CB-TC -WHT,"YK S05 - NO CB (TC , WHT)",Cable,YK,,,3800,15,15,5000,6000,5500,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/YK-S05-CB-TC -WHT.Images.085037.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,Y5(19),No,TS,"AAA , BLK",HW-Y5(19)-TS-AAA -BLK,HW-Y5(19)-TS-AAA -BLK,"HW Y5(19) - NO TS (AAA , BLK)",TOUCH,HUAWEI,,,5000,2,2,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,Y52,No,TS,"AAA , WHT",HW-Y52-TS-AAA -WHT,HW-Y52-TS-AAA -WHT,"HW Y52 - NO TS (AAA , WHT)",TOUCH,HUAWEI,,,5000,5,5,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y55,No,TS,"AAA , WHT",VV-Y55-TS-AAA -WHT,VV-Y55-TS-AAA -WHT,"VV Y55 - NO TS (AAA , WHT)",TOUCH,Vivo,,,5000,5,5,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y55,NO,TS,"AAA , BLK",VV-Y55-TS-AAA -BLK,VV-Y55-TS-AAA -BLK,"VV Y55 - NO TS (AAA , BLK)",TOUCH,Vivo,,,5000,11,11,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y66,NO,TS,"AAA , WHT",VV-Y66-TS-AAA -WHT,VV-Y66-TS-AAA -WHT,"VV Y66 - NO TS (AAA , WHT)",TOUCH,Vivo,,,5000,5,5,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y53,NO,TS,"AAA , WHT",VV-Y53-TS-AAA -WHT,VV-Y53-TS-AAA -WHT,"VV Y53 - NO TS (AAA , WHT)",TOUCH,Vivo,,,5000,6,6,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y53,No,TS,"AAA , GLD",VV-Y53-TS-AAA -GLD,VV-Y53-TS-AAA -GLD,"VV Y53 - NO TS (AAA , GLD)",TOUCH,Vivo,,,5000,2,2,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y51,NO,TS,"AAA , WHT",VV-Y51-TS-AAA -WHT,VV-Y51-TS-AAA -WHT,"VV Y51 - NO TS (AAA , WHT)",TOUCH,Vivo,,,5000,1,1,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y51,NO,TS,"AAA , BLK",VV-Y51-TS-AAA -BLK,VV-Y51-TS-AAA -BLK,"VV Y51 - NO TS (AAA , BLK)",TOUCH,Vivo,,,5000,5,4,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,VV,V5,NO,TS,"AAA , WHT",VV-V5-TS-AAA -WHT,VV-V5-TS-AAA -WHT,"VV V5 - NO TS (AAA , WHT)",TOUCH,Vivo,,,5000,11,11,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,V5,NO,TS,"AAA , BLK",VV-V5-TS-AAA -BLK,VV-V5-TS-AAA -BLK,"VV V5 - NO TS (AAA , BLK)",TOUCH,Vivo,,,5000,6,5,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,OP,A57,NO,TS,"AAA , BLK",OP-A57-TS-AAA -BLK,OP-A57-TS-AAA -BLK,"OP A57 - NO TS (AAA , BLK)",TOUCH,OPPO,,,5000,5,4,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,OP,A57,NO,TS,"AAA , WHT",OP-A57-TS-AAA -WHT,OP-A57-TS-AAA -WHT,"OP A57 - NO TS (AAA , WHT)",TOUCH,OPPO,,,5000,1,1,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A83,NO,TS,"AAA , BLK",OP-A83-TS-AAA -BLK,OP-A83-TS-AAA -BLK,"OP A83 - NO TS (AAA , BLK)",TOUCH,OPPO,,,5000,28,28,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,F1S,A59,TS,"AAA , BLK",OP-F1S-TS-AAA -BLK,OP-F1S-TS-AAA -BLK,"OP F1S - A59 TS (AAA , BLK)",TOUCH,OPPO,,,5000,2,2,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,F1S,A59,TS,"AAA , WHT",OP-F1S-TS-AAA -WHT,OP-F1S-TS-AAA -WHT,"OP F1S - A59 TS (AAA , WHT)",TOUCH,OPPO,,,5000,8,8,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A39,NO,TS,"AAA , WHT",OP-A39-TS-AAA -WHT,OP-A39-TS-AAA -WHT,"OP A39 - NO TS (AAA , WHT)",TOUCH,OPPO,,,5000,1,1,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A33,NEO7,TS,"AAA , WHT",OP-A33-TS-AAA -WHT,OP-A33-TS-AAA -WHT,"OP A33 - NEO7 TS (AAA , WHT)",TOUCH,OPPO,,,5000,9,9,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A33,NEO7,TS,"AAA , BLK",OP-A33-TS-AAA -BLK,OP-A33-TS-AAA -BLK,"OP A33 - NEO7 TS (AAA , BLK)",TOUCH,OPPO,,,5000,5,5,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A37,NO,TS,"AAA , BLK",OP-A37-TS-AAA -BLK,OP-A37-TS-AAA -BLK,"OP A37 - NO TS (AAA , BLK)",TOUCH,OPPO,,,5000,7,7,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,A31,NEO5,TS,"AAA , WHT",OP-A31-TS-AAA -WHT,OP-A31-TS-AAA -WHT,"OP A31 - NEO5 TS (AAA , WHT)",TOUCH,OPPO,,,5000,10,10,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Accessories,IT,M21s,No,CB,"MC , BLK",IT-M21s-CB-MC -BLK,IT-M21s-CB-MC -BLK,"IT M21S - NO CB (MC , BLK)",Cable,ITEL,,,1400,257,193,1400,5500,5000,2,1 Month Warranty ,Sin1,Active (ရောင်းမည်),Products_Images/IT-M21s-CB-MC -BLK.Images.011933.jpg,🔥 အရောင်းကောင်း
Accessories,IT,M21s,No,CB,"TC , BLK",IT-M21s-CB-TC -BLK,IT-M21s-CB-TC -BLK,"IT M21S - NO CB (TC , BLK)",Cable,ITEL,,,1700,100,100,4000,6500,6000,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/IT-M21s-CB-TC -BLK.Images.012111.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,VV,V83,No,CHS,"MC , WHT",VV-V83-CHS-MC -WHT,VV-V83-CHS-MC -WHT,"VV V83 - NO CHS (MC , WHT)",Charger set,Vivo,,,3000,10,6,3000,4000,4500,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/VV-V83-CHS-MC -WHT.Images.012636.jpg,🛒 အရောင်းပါး
Accessories,UW,L106,No,CHS,"MC , BLK",UW-L106-CHS-MC -BLK,UW-L106-CHS-MC -BLK,"UW L106 - NO CHS (MC , BLK)",Charger set,U-Winn,,,7000,5,5,7000,10500,10000,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/UW-L106-CHS-MC -BLK.Images.012811.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,CAR,HD01,No,Can,BLK,CAR-HD01-Can-BLK,CAR-HD01-Can-BLK,CAR HD01 - NO CAN (BLK),HOLDER,ROTARY,,,3000,10,10,3000,4500,4500,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/CAR-HD01-Can-BLK.Images.013256.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,SS,S01,No,BEP,BLK,SS-S01-BEP-BLK,SS-S01-BEP-BLK,SS S01 - NO BEP (BLK),Bluetooth,SAMSUNG,,,5000,5,5,5000,8000,7000,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/SS-S01-BEP-BLK.Images.013910.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,SS,LG950,No,BEP,WHT,SS-LG950-BEP-WHT,SS-LG950-BEP-WHT,SS LG950 - NO BEP (WHT),Earphones,SAMSUNG,,,4000,10,10,4000,6000,5500,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/SS-LG950-BEP-WHT.Images.014147.jpg,🆕 အသစ်/မရောင်းရသေး
Electronic,YK,F01,No,FAN,WHT,YK-F01-FAN-WHT,YK-F01-FAN-WHT,YK F01 - NO FAN (WHT),FAN,YK,,,5000,10,10,5000,7500,7000,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/YK-F01-FAN-WHT.Images.014457.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,ST,TB,No,Stant,BLK,ST-TB-Stant-BLK,ST-TB-Stant-BLK,ST TB - NO STANT (BLK),STANT,OTHER,,,4000,80,80,4000,6000,5500,2,1 Month Warranty ,Sin4,Active (ရောင်းမည်),Products_Images/ST-TB-Stant-BLK.Images.015024.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,YK,M15,No,CCH,BLK,YK-M15-CCH-BLK,YK-M15-CCH-BLK,YK M15 - NO CCH (BLK),CAR CHARGER,YK,,,11000,5,5,11000,14500,14000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/YK-M15-CCH-BLK.Images.015526.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,SS,SN2700,No,EP,BLK,SS-SN2700-EP-BLK,SS-SN2700-EP-BLK,SS SN2700 - NO EP (BLK),Earphones,SAMSUNG,,,2000,10,10,3000,4000,3500,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/SS-SN2700-EP-BLK.Images.015713.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,YK,R9,No,EP,BLK,YK-R9-EP-BLK,YK-R9-EP-BLK,YK R9 - NO EP (BLK),Earphones,YK,,,8000,5,5,8000,10000,10000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/YK-R9-EP-BLK.Images.015858.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,YD,Y40,No,BEP,BLK,YD-Y40-BEP-BLK,YD-Y40-BEP-BLK,YD Y40 - NO BEP (BLK),Bluetooth,YD,,,3000,5,5,8500,9500,10000,2,1 Month Warranty ,Sin3,Active (ရောင်းမည်),Products_Images/YD-Y40-BEP-BLK.Images.020042.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,YK,H1,No,BEP,BLK,YK-H1-BEP-BLK,YK-H1-BEP-BLK,YK H1 - NO BEP (BLK),Bluetooth,YK,,,6000,24,23,6000,15000,14000,2,1 Month Warranty ,Sin5,Active (ရောင်းမည်),Products_Images/YK-H1-BEP-BLK.Images.021721.jpg,🛒 အရောင်းပါး
Accessories,YK,H2,No,BEP,BLK,YK-H2-BEP-BLK,YK-H2-BEP-BLK,YK H2 - NO BEP (BLK),Bluetooth,YK,,,6000,24,23,6000,15000,14000,2,1 Month Warranty ,Sin5,Active (ရောင်းမည်),Products_Images/YK-H2-BEP-BLK.Images.021906.jpg,🛒 အရောင်းပါး
Accessories,YK,H3,No,BEP,BLK,YK-H3-BEP-BLK,YK-H3-BEP-BLK,YK H3 - NO BEP (BLK),Bluetooth,YK,,,6000,18,17,6000,15000,14000,2,1 Month Warranty ,Sin5,Active (ရောင်းမည်),Products_Images/YK-H3-BEP-BLK.Images.022051.jpg,🛒 အရောင်းပါး
Accessories,WIFI,12V,No,CB,BLK,WIFI-12V-CB-BLK,WIFI-12V-CB-BLK,WIFI 12V - NO CB (BLK),Cable,OTHER,,,2900,10,6,2900,4500,4000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),Products_Images/WIFI-12V-CB-BLK.Images.022520.jpg,🛒 အရောင်းပါး
Accessories,HW,18w,No,CB,"MC , BLK",HW-18w-CB-MC -BLK,HW-18w-CB-MC -BLK,"HW 18W - NO CB (MC , BLK)",Cable,HUAWEI,,,300,50,30,3000,2500,2000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),Products_Images/HW-18w-CB-MC -BLK.Images.022824.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,RM,18w,No,CB,"WHT , MC",RM-18w-CB-WHT -MC,RM-18w-CB-WHT -MC,"RM 18W - NO CB (WHT , MC)",Cable,REDMI,,,300,50,50,4000,2500,2000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),Products_Images/RM-18w-CB-WHT -MC.Images.023214.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,ST,Samall,No,Stant,MA,ST-Samall-Stant-MA,ST-Samall-Stant-MA,ST SAMALL - NO STANT (MA),STANT,OTHER,,,300,25,25,300,1000,800,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),Products_Images/ST-Samall-Stant-MA.Images.023907.jpg,🆕 အသစ်/မရောင်းရသေး
Accessories,VV,V1,No,CH,WHT,VV-V1-CH-WHT,VV-V1-CH-WHT,VV V1 - NO CH (WHT),Charger,Vivo,,,3000,250,734,3000,3500,3000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),Products_Images/VV-V1-CH-WHT.Images.024418.jpg,🛒 အရောင်းပါး
Spare Part,RM,5PLUS,No,GLS,"AAA , WHT",RM-5PLUS-GLS-AAA -WHT,RM-5PLUS-GLS-AAA -WHT,"RM 5PLUS - NO GLS (AAA , WHT)",GLASS,Xiaomi,,,5000,7,7,5000,5750,5500,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Electronic,CAR,Solor,No,FAN,BLK,CAR-Solor-FAN-BLK,CAR-Solor-FAN-BLK,CAR SOLOR - NO FAN (BLK),FAN,OTHER,,,10000,4,2,7000,16000,15000,2,1 Month Warranty ,Sin5,Active (ရောင်းမည်),Products_Images/CAR-Solor-FAN-BLK.Images.025016.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,5PLUS,No,GLS,"AAA , BLK",RM-5PLUS-GLS-AAA -BLK,RM-5PLUS-GLS-AAA -BLK,"RM 5PLUS - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,6,6,5000,5750,5500,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,8,8A,GLS,"AAA , BLK",RM-8-GLS-AAA -BLK,RM-8-GLS-AAA -BLK,"RM 8 - 8A GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,8,8,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,6X,No,GLS,"AAA , WHT",RM-6X-GLS-AAA -WHT,RM-6X-GLS-AAA -WHT,"RM 6X - NO GLS (AAA , WHT)",GLASS,Xiaomi,,,5000,4,4,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X27pro,No,BT,WHT,VV-X27pro-BT-WHT,VV-X27pro-BT-WHT,VV X27PRO - NO BT (WHT),Battery,Vivo,,,15000,5,10,16500,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/VV-X27pro-BT-WHT.Images.025624.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,K30,No,GLS,"AAA , BLK",RM-K30-GLS-AAA -BLK,RM-K30-GLS-AAA -BLK,"RM K30 - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,6,6,5000,5750,5500,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
,,,,,,,,,,,,,,,,,,,,,,,,
Spare Part,RM,10X(4G),No,GLS,"AAA , BLK",RM-10X(4G)-GLS-AAA -BLK,RM-10X(4G)-GLS-AAA -BLK,"RM 10X(4G) - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,3,3,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X27,No,BT,WHT,VV-X27-BT-WHT,VV-X27-BT-WHT,VV X27 - NO BT (WHT),Battery,Vivo,,,15000,5,9,16333,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/VV-X27-BT-WHT.Images.025939.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,5,No,GLS,"AAA , BLK",RM-5-GLS-AAA -BLK,RM-5-GLS-AAA -BLK,"RM 5 - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,7,7,5000,5750,5500,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,N5,No,GLS,"AAA , BLK",RM-N5-GLS-AAA -BLK,RM-N5-GLS-AAA -BLK,"RM N5 - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,6,6,5000,7000,6000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X7plus,No,BT,WHT,VV-X7plus-BT-WHT,VV-X7plus-BT-WHT,VV X7PLUS - NO BT (WHT),Battery,Vivo,,,15000,6,11,16364,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/VV-X7plus-BT-WHT.Images.030118.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Y7s,No,BT,WHT,VV-Y7s-BT-WHT,VV-Y7s-BT-WHT,VV Y7S - NO BT (WHT),Battery,Vivo,,,15000,5,10,16500,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/VV-Y7s-BT-WHT.Images.030225.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,N8PRO,No,GLS,"AAA , BLK",RM-N8PRO-GLS-AAA -BLK,RM-N8PRO-GLS-AAA -BLK,"RM N8PRO - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,7,7,5000,6000,5000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,X30,No,BT,WHT,VV-X30-BT-WHT,VV-X30-BT-WHT,VV X30 - NO BT (WHT),Battery,Vivo,,,15000,16,21,15714,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/VV-X30-BT-WHT.Images.030326.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,N7,No,GLS,"AAA , BLK",RM-N7-GLS-AAA -BLK,RM-N7-GLS-AAA -BLK,"RM N7 - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,5,5,5000,6000,5000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,VV,Z5,No,BT,WHT,VV-Z5-BT-WHT,VV-Z5-BT-WHT,VV Z5 - NO BT (WHT),Battery,Vivo,,,15000,13,18,15833,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/VV-Z5-BT-WHT.Images.030428.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,N8,No,GLS,"AAA , BLK",RM-N8-GLS-AAA -BLK,RM-N8-GLS-AAA -BLK,"RM N8 - NO GLS (AAA , BLK)",GLASS,Xiaomi,,,5000,8,8,5000,6000,5000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,NOVA5,No,BT,WHT,HW-NOVA5-BT-WHT,HW-NOVA5-BT-WHT,HW NOVA5 - NO BT (WHT),Battery,HUAWEI,,,15000,5,12,16750,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/HW-NOVA5-BT-WHT.Images.030542.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,MATE20X,No,BT,WHT,HW-MATE20X-BT-WHT,HW-MATE20X-BT-WHT,HW MATE20X - NO BT (WHT),Battery,HUAWEI,,,15000,33,42,15643,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/HW-MATE20X-BT-WHT.Images.030659.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,HW,MATE8,No,BT,WHT,HW-MATE8-BT-WHT,HW-MATE8-BT-WHT,HW MATE8 - NO BT (WHT),Battery,HUAWEI,,,15000,21,30,15900,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/HW-MATE8-BT-WHT.Images.030808.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,N12TURBO,No,GLS,"OCA , BLK",RM-N12TURBO-GLS-OCA -BLK,RM-N12TURBO-GLS-OCA -BLK,"RM N12TURBO - NO GLS (OCA , BLK)",OCA+GLASS,Xiaomi,,,7000,2,1,7000,7700,8050,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🛒 အရောင်းပါး
Spare Part,RM,N13(5G),No,GLS,"BLK , OCA",RM-N13(5G)-GLS-BLK -OCA,RM-N13(5G)-GLS-BLK -OCA,"RM N13(5G) - NO GLS (BLK , OCA)",OCA+GLASS,Xiaomi,,,7000,2,2,7000,8050,7700,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,R11plus,No,BT,WHT,OP-R11plus-BT-WHT,OP-R11plus-BT-WHT,OP R11PLUS - NO BT (WHT),Battery,OPPO,,,15000,20,25,15600,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-R11plus-BT-WHT.Images.031302.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,R9plus,No,BT,WHT,OP-R9plus-BT-WHT,OP-R9plus-BT-WHT,OP R9PLUS - NO BT (WHT),Battery,OPPO,,,15000,36,43,15488,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-R9plus-BT-WHT.Images.031414.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,RENOZ,No,BT,WHT,OP-RENOZ-BT-WHT,OP-RENOZ-BT-WHT,OP RENOZ - NO BT (WHT),Battery,OPPO,,,15000,8,13,16154,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-RENOZ-BT-WHT.Images.031550.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,RM,N7PRO,No,GLS,"BLK , OCA",RM-N7PRO-GLS-BLK -OCA,RM-N7PRO-GLS-BLK -OCA,"RM N7PRO - NO GLS (BLK , OCA)",OCA+GLASS,Xiaomi,,,7000,2,2,7000,9000,8000,2,1 Month Warranty ,Box1,Active (ရောင်းမည်),,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,RENO,No,BT,WHT,OP-RENO-BT-WHT,OP-RENO-BT-WHT,OP RENO - NO BT (WHT),Battery,OPPO,,,15000,8,13,16154,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-RENO-BT-WHT.Images.031659.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,RENO2,No,BT,WHT,OP-RENO2-BT-WHT,OP-RENO2-BT-WHT,OP RENO2 - NO BT (WHT),Battery,OPPO,,,15000,12,17,15882,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-RENO2-BT-WHT.Images.031804.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,RENO2Z,No,BT,WHT,OP-RENO2Z-BT-WHT,OP-RENO2Z-BT-WHT,OP RENO2Z - NO BT (WHT),Battery,OPPO,,,15000,9,14,16071,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-RENO2Z-BT-WHT.Images.031919.jpg,🆕 အသစ်/မရောင်းရသေး
Spare Part,OP,R7plus,No,BT,WHT,OP-R7plus-BT-WHT,OP-R7plus-BT-WHT,OP R7PLUS - NO BT (WHT),Battery,OPPO,,,15000,41,45,15267,23000,22000,2,1 Month Warranty ,Sin1 p,Active (ရောင်းမည်),Products_Images/OP-R7plus-BT-WHT.Images.032047.jpg,🆕 အသစ်/မရောင်းရသေး
